chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1742634743,2025-03-22T09:12:23Z,HG5PBP-1,HG5PBP-1,5(3/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742634744,2025-03-22T09:12:24Z,HG5PBP-1,HG7PDK-2,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742634753,2025-03-22T09:12:33Z,HG2PTH-2,HG7PDK-2,5(2/2),0,@,HG2PTH-2,2#,46.920667,17.881000,,,,,,,SQ3PLX http://microsat.com.pl/,,," TIHANY (ASL: 205m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742634757,2025-03-22T09:12:37Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742634774,2025-03-22T09:12:54Z,YO2DA-2,HG7PDK-2?,5(2/2),0,@,YO2DA-2,/#,46.265167,21.663667,,,,,,,SQ3PLX http://microsat.com.pl/,,,iGate/Digi Siria U=13.1V http://yo2loj.go.ro/yo2da-2
0,1742634806,2025-03-22T09:13:26Z,YO5KIP-10,HG7PDK-2?,6(3/2),0,@,YO5KIP-10,/#,46.759000,22.794167,,,,,,,SQ3PLX http://microsat.com.pl/,,,Vladeasa Mt Digipeater & Igate
0,1742634814,2025-03-22T09:13:34Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742634816,2025-03-22T09:13:36Z,HA7HAT-9,HA7HAT-9,14(8/5),0,`,HA7HAT-9,/>,47.626000,19.041000,13.0,334.0,109.0,,,,Yaesu FTM-400DR,En Route,,
0,1742634848,2025-03-22T09:14:08Z,HA7HAT-9,HA7HAT-9,14(8/4),0,`,HA7HAT-9,/>,47.627667,19.040333,2.0,66.0,117.0,,,,Yaesu FTM-400DR,En Route,,
0,1742634850,2025-03-22T09:14:10Z,HA7HAT-9,HG7PDK-2?,8(3/2),0,`,HA7HAT-9,/>,47.627667,19.040333,2.0,66.0,117.0,,,,Yaesu FTM-400DR,En Route,,
0,1742634876,2025-03-22T09:14:36Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742634883,2025-03-22T09:14:43Z,HG4HNA-1,HG7PDK-2,5(2/2),0,@,HG4HNA-1,/#,47.258500,18.596833,,,,,,,SQ3PLX http://microsat.com.pl/,,," Meleg-hegy (ASL: 352m) - APRS IGate & Digi - HAMNET: 2392MHz,5MHz BW,Ver."
0,1742634893,2025-03-22T09:14:53Z,HA7HAT-9,HA7HAT-9,14(8/4),0,`,HA7HAT-9,/>,47.628167,19.043333,12.0,344.0,81.0,,,,Yaesu FTM-400DR,En Route,,
0,1742634936,2025-03-22T09:15:36Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742634957,2025-03-22T09:15:57Z,OM0ODX,HG7PDK-2?,6(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742634972,2025-03-22T09:16:12Z,HA7HAT-9,HA7HAT-9,14(8/4),0,`,HA7HAT-9,/>,47.637667,19.038500,4.0,283.0,92.0,,,,Yaesu FTM-400DR,En Route,,
0,1742634995,2025-03-22T09:16:35Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635027,2025-03-22T09:17:07Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635043,2025-03-22T09:17:23Z,HG5PBP-1,HG5PBP-1,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635044,2025-03-22T09:17:24Z,HG5PBP-1,HG7PDK-2,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635053,2025-03-22T09:17:33Z,HG2PTH-2,HG7PDK-2,5(2/2),0,@,HG2PTH-2,2#,46.920667,17.881000,,,,,,,SQ3PLX http://microsat.com.pl/,,," TIHANY (ASL: 205m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635057,2025-03-22T09:17:37Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635085,2025-03-22T09:18:05Z,HG8PCS-11,HG7PDK-2,6(3/2),0,=,HG8PCS-11,S#,46.706500,20.140667,,,103.9,,,,"DIXPRS - Bela, HA5DI",,,DIXPRS 2.4.0-beta3
0,1742635086,2025-03-22T09:18:06Z,HG8PCS-11,HG7PDK-2,5(2/2),0,<,HG8PCS-11,/O,,,,,,,,,"DIXPRS - Bela, HA5DI",,,"IGATE,MSG_CNT=0,LOC_CNT=19,DIR_CNT=6,RF_CNT=21,RFPORT_ID=0"
0,1742635097,2025-03-22T09:18:17Z,HG5PBP-1,HG5PBP-1,10(4/2),0,T,HG5PBP-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=84, A1=185, A2=25, A3=1, A4=96, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1742635099,2025-03-22T09:18:19Z,HG2PTH-2,HG7PDK-2,6(3/2),0,:,HG2PTH-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635099,2025-03-22T09:18:19Z,HG5PBP-1,HG7PDK-2,5(2/2),0,T,HG5PBP-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=84, A1=185, A2=25, A3=1, A4=96, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1742635105,2025-03-22T09:18:25Z,HG2PTH-2,HG7PDK-2?,5(3/2),0,:,HG2PTH-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635105,2025-03-22T09:18:25Z,HG2PTH-2,HG7PDK-2?,5(2/2),0,:,HG2PTH-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635106,2025-03-22T09:18:26Z,HG2PTH-2,HG7PDK-2?,5(2/2),0,:,HG2PTH-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635110,2025-03-22T09:18:30Z,HG2PTH-2,HG7PDK-2?,6(3/2),0,T,HG2PTH-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"WX3in1Plus20 Telemetry: Seq=63, Vin=12.225 Volt, Rx1h=180 Pkt, Dg1h=30 Pkt, Eff1h=45 Pcnt, A5=0 None, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1742635111,2025-03-22T09:18:31Z,HG2PTH-2,HG7PDK-2?,5(2/2),0,T,HG2PTH-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"WX3in1Plus20 Telemetry: Seq=63, Vin=12.225 Volt, Rx1h=180 Pkt, Dg1h=30 Pkt, Eff1h=45 Pcnt, A5=0 None, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1742635119,2025-03-22T09:18:39Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635150,2025-03-22T09:19:10Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635184,2025-03-22T09:19:44Z,HG4HNA-1,HG7PDK-2,5(2/2),0,@,HG4HNA-1,/#,47.258500,18.596833,,,,,,,SQ3PLX http://microsat.com.pl/,,," Meleg-hegy (ASL: 352m) - APRS IGate & Digi - HAMNET: 2392MHz,5MHz BW,Ver."
0,1742635185,2025-03-22T09:19:45Z,HG4HNA-1,HG7PDK-2?,5(2/2),0,@,HG4HNA-1,/#,47.258500,18.596833,,,,,,,SQ3PLX http://microsat.com.pl/,,," Meleg-hegy (ASL: 352m) - APRS IGate & Digi - HAMNET: 2392MHz,5MHz BW,Ver."
0,1742635229,2025-03-22T09:20:29Z,HG4HNA-1,HG7PDK-2,5(3/2),0,:,HG4HNA-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635230,2025-03-22T09:20:30Z,HG4HNA-1,HG7PDK-2,5(2/2),0,:,HG4HNA-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635230,2025-03-22T09:20:30Z,HG4HNA-1,HG7PDK-2,5(2/2),0,:,HG4HNA-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635231,2025-03-22T09:20:31Z,HG4HNA-1,HG7PDK-2,5(2/2),0,:,HG4HNA-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635236,2025-03-22T09:20:36Z,HA7HAT-9,HA7HAT-9,14(8/4),0,`,HA7HAT-9,/>,47.637500,19.038167,0.0,215.0,95.0,,,,Yaesu FTM-400DR,En Route,,
0,1742635241,2025-03-22T09:20:41Z,OM0ODX,HG7PDK-2?,6(3/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635242,2025-03-22T09:20:42Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635272,2025-03-22T09:21:12Z,OM0ODX,HG7PDK-2,5(2/2),0,@,OM0ODX,I#,48.041833,18.416833,,,,438.100,,,SQ3PLX http://microsat.com.pl/,,,DMR HotSpot 438.100MHz - APRS Digipeater/iGate
0,1742635298,2025-03-22T09:21:38Z,HA7HAT-9,HA7HAT-9,14(7/5),0,`,HA7HAT-9,/>,47.637167,19.038000,0.0,267.0,109.0,,,,Yaesu FTM-400DR,En Route,,
0,1742635305,2025-03-22T09:21:45Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635328,2025-03-22T09:22:08Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635343,2025-03-22T09:22:23Z,HG5PBP-1,HG5PBP-1,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635344,2025-03-22T09:22:24Z,HG5PBP-1,HG7PDK-2,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635354,2025-03-22T09:22:34Z,HG2PTH-2,HG7PDK-2?,5(2/2),0,@,HG2PTH-2,2#,46.920667,17.881000,,,,,,,SQ3PLX http://microsat.com.pl/,,," TIHANY (ASL: 205m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635365,2025-03-22T09:22:45Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635411,2025-03-22T09:23:31Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635425,2025-03-22T09:23:45Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635484,2025-03-22T09:24:44Z,HG4HNA-1,HG7PDK-2,5(2/2),0,@,HG4HNA-1,/#,47.258500,18.596833,,,,,,,SQ3PLX http://microsat.com.pl/,,," Meleg-hegy (ASL: 352m) - APRS IGate & Digi - HAMNET: 2392MHz,5MHz BW,Ver."
0,1742635485,2025-03-22T09:24:45Z,HG4HNA-1,HG7PDK-2?,5(2/2),0,@,HG4HNA-1,/#,47.258500,18.596833,,,,,,,SQ3PLX http://microsat.com.pl/,,," Meleg-hegy (ASL: 352m) - APRS IGate & Digi - HAMNET: 2392MHz,5MHz BW,Ver."
0,1742635492,2025-03-22T09:24:52Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635504,2025-03-22T09:25:04Z,HA7HAT-9,HA7HAT-9,14(7/5),0,`,HA7HAT-9,/>,47.637167,19.038000,0.0,267.0,109.0,,,,Yaesu FTM-400DR,En Route,,
0,1742635531,2025-03-22T09:25:31Z,HG7PDK-2,HG7PDK-2,8(3/2),0,T,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Telemetry test: Seq=208, Vin=13.575 Volt, Rx1h=450 Pkt, Dg1h=250 Pkt, Eff1h=69 Pcnt, A5=0 None, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1742635532,2025-03-22T09:25:32Z,HG7PDK-2,HG5PBP-1,10(4/2),0,T,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Telemetry test: Seq=208, Vin=13.575 Volt, Rx1h=450 Pkt, Dg1h=250 Pkt, Eff1h=69 Pcnt, A5=0 None, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1742635537,2025-03-22T09:25:37Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635540,2025-03-22T09:25:40Z,HG8GL-5,HG7PDK-2,5(2/2),0,;,HG0RVA,/m,47.557667,21.625500,,,,145.600,,,APRSISCE win32 version,,,145.600 T131 -060 C4FM/FM
0,1742635547,2025-03-22T09:25:47Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635610,2025-03-22T09:26:50Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635629,2025-03-22T09:27:09Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635643,2025-03-22T09:27:23Z,HG5PBP-1,HG5PBP-1,6(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635644,2025-03-22T09:27:24Z,HG5PBP-1,HG7PDK-2,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635654,2025-03-22T09:27:34Z,HG2PTH-2,HG7PDK-2?,5(2/2),0,@,HG2PTH-2,2#,46.920667,17.881000,,,,,,,SQ3PLX http://microsat.com.pl/,,," TIHANY (ASL: 205m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635674,2025-03-22T09:27:54Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635681,2025-03-22T09:28:01Z,HG8PKA-2,HG7PDK-2?,6(3/2),0,T,HG8PKA-2,/U,,,,,,,,,Beacons or Rabbit TCPIP micros?,,"Test: Seq=813, Upwr_V=13.8 Volt, Ubat_V=12.8 Volt, Tout_C=11.0 Cels, Uproc_V=4.9 Volt, Tint_C=13.5 Cels, Nc= Nc1, Nc= Nc1, Nc= Nc1, Nc= Nc1, Nc= Nc1, Nc= Nc1, Nc= Nc1, Nc= Nc1",
0,1742635697,2025-03-22T09:28:17Z,HG5PBP-1,HG5PBP-1,10(4/3),0,T,HG5PBP-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=87, A1=185, A2=26, A3=1, A4=94, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1742635699,2025-03-22T09:28:19Z,HG5PBP-1,HG7PDK-2,7(3/2),0,T,HG5PBP-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=87, A1=185, A2=26, A3=1, A4=94, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1742635700,2025-03-22T09:28:20Z,HG8PCS-11,HG7PDK-2,5(2/2),0,),T2CSNGRAD,/I,46.712167,20.124667,,,,,,,"DIXPRS - Bela, HA5DI",,, T2CSNGRAD http://csngrad.aprs2.net:14501
0,1742635706,2025-03-22T09:28:26Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),HG8PXL,NA,46.712333,20.124500,,,,144.875,,,"DIXPRS - Bela, HA5DI",,, Linu(X)net 1.39 (TNC2) 144.875/1k2
0,1742635707,2025-03-22T09:28:27Z,YO5KIP-10,HG7PDK-2?,5(2/2),0,@,YO5KIP-10,/#,46.759000,22.794167,,,,,,,SQ3PLX http://microsat.com.pl/,,,Vladeasa Mt Digipeater & Igate
0,1742635733,2025-03-22T09:28:53Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635747,2025-03-22T09:29:07Z,HG8GL-5,HG7PDK-2?,5(2/2),0,;,HG8RUA,/m,46.271000,20.145167,,,,438.662,,,APRSISCE win32 version,,, 438.6625 T131 -7600 C4FM/FM
0,1742635750,2025-03-22T09:29:10Z,OM0ODX,HG7PDK-2?,6(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635761,2025-03-22T09:29:21Z,YO5KIP-10,HG7PDK-2?,8(3/2),0,T,YO5KIP-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=16, A1=167, A2=78, A3=8, A4=69, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1742635766,2025-03-22T09:29:26Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),HG0PLA,NA,47.316667,21.118833,,,,144.950,,,"DIXPRS - Bela, HA5DI",,, Linu(X)net 1.38 (TNC2) 144.950/1k2
0,1742635768,2025-03-22T09:29:28Z,HA7HAT-9,HA7HAT-9,13(7/5),0,`,HA7HAT-9,/>,47.637333,19.038000,10.0,40.0,117.0,,,,Yaesu FTM-400DR,En Route,,
0,1742635779,2025-03-22T09:29:39Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),HG7RVC,/m,47.180333,19.800167,,,,145.787,,,"DIXPRS - Bela, HA5DI",,, Repeater 145.7875 & 434.725 MHz Cegled
0,1742635783,2025-03-22T09:29:43Z,HG4HNA-1,HG7PDK-2,5(2/2),0,@,HG4HNA-1,/#,47.258500,18.596833,,,,,,,SQ3PLX http://microsat.com.pl/,,," Meleg-hegy (ASL: 352m) - APRS IGate & Digi - HAMNET: 2392MHz,5MHz BW,Ver."
0,1742635796,2025-03-22T09:29:56Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635799,2025-03-22T09:29:59Z,HA7HAT-9,HA7HAT-9,14(8/4),0,`,HA7HAT-9,/>,47.636667,19.039167,23.0,158.0,116.0,,,,Yaesu FTM-400DR,En Route,,
0,1742635837,2025-03-22T09:30:37Z,HG4HNA-1,HG7PDK-2,8(3/2),0,T,HG4HNA-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"WX3in1Plus20 Telemetry: Seq=180, Vin=14.100 Volt, Rx1h=350 Pkt, Dg1h=40 Pkt, Eff1h=94 Pcnt, A5=0 None, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1742635843,2025-03-22T09:30:43Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),HG8RUF,/r,46.271000,20.145167,,,,438.750,,,"DIXPRS - Bela, HA5DI",,,Hytera RD625 Repeater RX:438.750MHz TX:431.150MHz CC8 Szeged
0,1742635849,2025-03-22T09:30:49Z,HG8PXL-10,HG7PDK-2?,5(2/2),0,),HG8RUG,/r,46.744500,21.383667,,,,438.475,,,"DIXPRS - Bela, HA5DI",,,Hytera RD625 Repeater ID:216811 RX:438.4750MHz TX:430.8750MHz CC9 Sarkad
0,1742635853,2025-03-22T09:30:53Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),HG8RUG,/r,46.744500,21.383667,,,,438.475,,,"DIXPRS - Bela, HA5DI",,,Hytera RD625 Repeater ID:216811 RX:438.4750MHz TX:430.8750MHz CC9 Sarkad
0,1742635857,2025-03-22T09:30:57Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635862,2025-03-22T09:31:02Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),HG8RUH,/r,46.706167,20.140667,,,,438.250,,,"DIXPRS - Bela, HA5DI",,,MMDVM Repeater TX:438.250MHz RX:430.650MHz CC9 Csongrad
0,1742635871,2025-03-22T09:31:11Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),BORDANY,/;,46.322167,19.923000,,,,,,,"DIXPRS - Bela, HA5DI",,, Bordanyi Radios Talalkozo 2025 - Augusztus 1.-Pentek 2.-szombat Szervezo: HA8DU Peter 30/621-6378
0,1742635882,2025-03-22T09:31:22Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),Csongrd,/;,46.715167,20.186167,,,,,,,"DIXPRS - Bela, HA5DI",,, IX. Csongradi HAM Borze Augusztus 25-31 Info:06-30/258-4819 HG8LXL Laci http://hg8lxl.ham.hu/Talalkozo/koros-torok-kemping.htm
0,1742635882,2025-03-22T09:31:22Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),CSORVAS,/;,46.633167,20.827333,,,,,,,"DIXPRS - Bela, HA5DI",,, Csorvasi Radios Talakozo - 2025 Marcius 23. Vasarnap
0,1742635883,2025-03-22T09:31:23Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),H.M.V.H,/;,46.413167,20.319833,,,,,,,"DIXPRS - Bela, HA5DI",,, Hodmezovasarhelyi Radios Talakozo - 2025 Aprilis 26. - Szombat
0,1742635884,2025-03-22T09:31:24Z,HG8PXL-10,HG7PDK-2,5(2/2),0,),LORINCI,/;,47.723833,19.696167,,,,,,,"DIXPRS - Bela, HA5DI",,, Lorinci Radios Talalkozo - 2025 Majus 1.
0,1742635917,2025-03-22T09:31:57Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635921,2025-03-22T09:32:01Z,HG2PEG-2,HG7PDK-2,5(2/2),0,!,HG2PEG-2,S#,47.786667,18.771833,,,384.0,,,,UIdigi,,, UIDIGI 1.9B3 Esztergom Vaskapu/HA
0,1742635930,2025-03-22T09:32:10Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635941,2025-03-22T09:32:21Z,HG7PDK-2,HG7PDK-2,6(3/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635942,2025-03-22T09:32:22Z,HG7PDK-2,HG7PDK-2,5(2/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635942,2025-03-22T09:32:22Z,HG7PDK-2,HG7PDK-2,5(2/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635943,2025-03-22T09:32:23Z,HG7PDK-2,HG7PDK-2,5(2/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635947,2025-03-22T09:32:27Z,HG7PDK-2,HG5PBP-1,6(3/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635948,2025-03-22T09:32:28Z,HG5PBP-1,HG5PBP-1,6(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635949,2025-03-22T09:32:29Z,HG7PDK-2,HG5PBP-1,5(2/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635949,2025-03-22T09:32:29Z,HG7PDK-2,HG5PBP-1,5(2/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635950,2025-03-22T09:32:30Z,HG7PDK-2,HG5PBP-1,5(2/2),0,:,HG7PDK-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635951,2025-03-22T09:32:31Z,HG5PBP-1,HG7PDK-2,5(2/2),0,@,HG5PBP-1,/#,47.493833,18.987500,,,,,,,SQ3PLX http://microsat.com.pl/,,," Budapest (ASL: 442m) - APRS IGate & Digi - HAMNET: 2362MHz,5MHz BW,MIMO"
0,1742635962,2025-03-22T09:32:42Z,HA8LLH-1,HG7PDK-2?,7(3/2),0,T,HA8LLH-1,/a,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Seq=186, A1=155, A2=26, A3=9, A4=64, A5=0, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1742635982,2025-03-22T09:33:02Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1742635997,2025-03-22T09:33:17Z,HA7HAT-9,HA7HAT-9,14(8/4),0,`,HA7HAT-9,/>,47.622000,19.045667,0.0,159.0,114.0,,,,Yaesu FTM-400DR,En Route,,
0,1742635999,2025-03-22T09:33:19Z,HA7HAT-9,HG7PDK-2?,9(3/2),0,`,HA7HAT-9,/>,47.622000,19.045667,0.0,159.0,114.0,,,,Yaesu FTM-400DR,En Route,,
0,1742636015,2025-03-22T09:33:35Z,HG8GL-5,HG7PDK-2,6(2/2),0,@,HG8GL-5,/-,46.705833,19.857000,,,,,,,APRSISCE win32 version,,,APRS-IS for Win32
0,1742636040,2025-03-22T09:34:00Z,OM0ODX,HG7PDK-2?,5(2/2),0,},OM0ODX,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
